Instrument,InstrumentSub,Sector,"Periode ",waarde
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2011-09,54891
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2011-10,54459
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2011-11,54857
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2011-12,54400
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2012-01,54447
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2012-02,54129
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2012-03,52570
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2012-04,52714
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2012-05,56509
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2012-06,56557
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2012-07,54602
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2012-08,53376
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2012-09,52869
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2012-10,51009
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2012-11,51770
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2012-12,51500
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2013-01,51982
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2013-02,52173
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2013-03,52345
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2013-04,50862
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2013-05,55467
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2013-06,56631
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2013-07,54144
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2013-08,52670
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2013-09,52301
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2013-10,51986
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2013-11,53292
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2013-12,52299
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2014-01,52890
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2014-02,54062
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2014-03,53191
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2014-04,52986
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2014-05,57954
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2014-06,56575
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2014-07,55025
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2014-08,54615
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2014-09,54170
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2014-10,54321
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2014-11,55941
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2014-12,54694
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2015-01,55193
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2015-02,56342
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2015-03,53874
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2015-04,53595
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2015-05,60539
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2015-06,58557
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2015-07,56777
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2015-08,56286
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2015-09,56283
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2015-10,56294
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2015-11,56846
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2015-12,56398
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2016-01,57712
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2016-02,56956
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2016-03,57361
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2016-04,58261
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2016-05,63833
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2016-06,64645
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2016-07,63653
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2016-08,62056
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2016-09,62167
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2016-10,61496
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2016-11,62432
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2016-12,60155
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2017-01,60060
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2017-02,61937
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2017-03,62344
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2017-04,63775
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2017-05,67316
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2017-06,67293
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2017-07,65653
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2017-08,65464
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2017-09,65905
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2017-10,66446
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2017-11,67246
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2017-12,65212
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2018-01,63892
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2018-02,64222
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2018-03,64663
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2018-04,64134
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2018-05,69378
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2018-06,70188
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2018-07,68632
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2018-08,67577
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2018-09,69337
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2018-10,68154
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2018-11,69203
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2018-12,68279
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2019-01,69815
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2019-02,71217
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2019-03,71849
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2019-04,71971
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2019-05,77156
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2019-06,77976
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2019-07,77529
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2019-08,77692
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2019-09,77543
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2019-10,78328
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2019-11,79381
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2019-12,77240
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2020-01,78960
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2020-02,80034
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2020-03,82181
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2020-04,84770
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2020-05,92225
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ",2020-06,92602
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",1998-12,16820
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",1999-01,16578
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",1999-02,16750
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",1999-03,16652
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",1999-04,16385
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",1999-05,16465
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",1999-06,16437
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",1999-07,16328
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",1999-08,16057
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",1999-09,17090
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",1999-10,18232
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",1999-11,18247
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",1999-12,18662
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2000-01,17760
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2000-02,17759
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2000-03,18159
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2000-04,18422
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2000-05,19375
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2000-06,20132
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2000-07,21648
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2000-08,22624
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2000-09,23778
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2000-10,25586
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2000-11,27333
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2000-12,28462
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2001-01,29411
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2001-02,30282
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2001-03,30903
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2001-04,31768
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2001-05,32117
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2001-06,32077
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2001-07,32060
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2001-08,31513
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2001-09,30228
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2001-10,27445
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2001-11,25061
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2001-12,23956
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2002-01,22902
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2002-02,22374
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2002-03,21961
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2002-04,21994
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2002-05,22142
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2002-06,24573
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2002-07,24992
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2002-08,24792
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2002-09,24913
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2002-10,24486
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2002-11,24540
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2002-12,24204
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ",2003-01,22332
